name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
Kepler-1032 b,0,,0.167,3.290117950,,,,,,,,,transit,2016,16/05/10,19 19 43.4040,+40 05 51.8400,683.854,0.77,0.71,0.16,4647.0,,Confirmed planets
HD 154857 b,0,2.24,,408.6,1.291,0.46,57,,,,336.0,,RV,2004,14/01/25,17 11 15.7217,-56 40 50.8706,64.2,1.718,2.31,-0.31,5508,,Confirmed planets
HD 154857 c,0,2.58,,3452,5.36,0.06,352,,,,,,RV,2014,14/01/25,17 11 15.7217,-56 40 50.8706,64.2,1.718,2.31,-0.31,5508,,Confirmed planets
Kepler-994 b,0,,0.143,1.151166510,,,,,,,,,transit,2016,16/05/10,19 16 17.3254,+47 24 25.3965,189.186,0.56,0.54,-0.13,3934.0,,Confirmed planets
Kepler-1350 b,0,,0.225,4.496860400,,,,,,,,,transit,2016,16/05/10,19 13 00.1410,+46 40 46.5233,343.926,0.55,0.53,-0.06,3827.0,,Confirmed planets
Kepler-1350 c,0,,0.154,1.766789060,,,,,,,,,transit,2016,16/05/10,19 13 00.1410,+46 40 46.5233,343.926,0.55,0.53,-0.06,3827.0,,Confirmed planets
Kepler-1268 b,0,,0.181,40.990398600,,,,,,,,,transit,2016,16/05/10,19 11 21.2310,+43 09 11.6529,1945.15,1.06,1.09,0.05,5904.0,,Confirmed planets
KMT-2019-BLG-1339L b,0,1.25000,,,2.150000,,,,,,,,microlensing,2020,20/09/03,17 42 58,-25 34 26,6120.00,0.48,,,,,Confirmed planets
KMT-2019-BLG-1715 b,0,2.56,,,3.32,,,,,,,,microlensing,2021,21/04/02,18 01 29.00,-28 46 38.00,3860.0,0.76,,,,,Confirmed planets
TOI-1685 b,0,0.01189,0.152,0.6691403,,,,,,84.74,1069.0,,transit,2021,21/03/03,04 34 23.00,+43 02 13.00,37.609,0.495,0.492,-0.13,3434.0,,Confirmed planets
Kepler-1519 b,0,,0.630,240.798939700,,,,,,,,,transit,2016,16/05/10,19 46 40.3040,+49 27 42.6262,1503.53,0.94,0.91,-0.07,5644.0,,Confirmed planets
Kepler-791 b,0,,0.272,14.553975900,,,,,,,,,transit,2016,16/05/10,19 34 23.0000,+39 01 46.1342,1312.85,1.30,1.47,0.06,6383.0,,Confirmed planets
Kepler-175 b,0,,0.23329,11.903515,,,,,,,,,transit,2014,14/02/26,19 18 12.7847,+43 52 34.2341,1219.23,1.0450,1.010,,6064,,Confirmed planets
Kepler-175 c,0,,0.28250,34.035257,,,,,,,,,transit,2014,14/02/26,19 18 12.7847,+43 52 34.2341,1219.23,1.0450,1.010,,6064,,Confirmed planets
OGLE-2017-BLG-0373L b,0,0.401,,,,,,,,,,,microlensing,2018,18/09/20,17 57 19.06,-31 57 06.2,5915,0.248,,,,,Confirmed planets
WASP-71 b,0,2.242,1.46,2.9036747,0.04631,0,,,,84.2,1888.1,,transit,2012,14/01/26,01 57 03.2040,+00 45 31.8788,200,1.559,2.26,,6050,,Confirmed planets
HD 1666 b,0,6.43,,270.0,0.94,0.63,,,,,,,RV,2015,15/03/26,00 20 52.33959,-19 55 52.4083,110.6,1.50,1.93,0.37,6317,1.76,Confirmed planets
Kepler-1205 b,0,,0.126,1.078390350,,,,,,,,,transit,2016,16/05/10,19 21 07.1249,+41 30 54.1421,712.708,0.84,0.81,-0.04,5226.0,,Confirmed planets
KMT-2016-BLG-2605 b,0,0.771,,,0.681,,,,,,,,microlensing,2021,21/04/19,17 59 18.00,-26 58 55.00,6421.0,0.064,,,,,Confirmed planets
LTT 3780 b,0,0.00824,0.119,0.76844800,0.012110,0.000000,,,,87.100,892,,transit,2020,20/06/04,10 18 35.1370,-11 43 00.2415,21.98,0.40,0.37,0.280,3331.00,,Confirmed planets
LTT 3780 c,0,0.02706,0.205,12.25190000,0.076730,0.060000,124.0000,,,89.180,353,,transit,2020,20/06/04,10 18 35.1370,-11 43 00.2415,21.98,0.40,0.37,0.280,3331.00,,Confirmed planets
WASP-177 b,0,0.508,1.58,3.071722,0.03957,0,,,,84.14,1142,,transit,2019,19/03/15,22 19 11.3367,-01 50 03.0791,177.7,0.876,0.885,0.25,5017,9.7,Confirmed planets
Kepler-1061 b,0,,0.177,2.757982670,,,,,,,,,transit,2016,16/05/10,19 44 55.2011,+50 16 30.7459,552.029,1.09,1.07,-0.03,6067.0,,Confirmed planets
NGTS-18 b,0,0.409,1.21,3.05125,0.0448,0.0,,,,,1381.0,,transit,2021,21/03/19,12 02 11.00,-35 32 55.00,1108.0,1.003,1.392,0.15,5610.0,,Confirmed planets
WASP-170 b,0,1.60000,1.096,2.34478022,0.033700,,,,,84.870,1422,,transit,2018,18/12/13,09 01 39.9237,-20 43 13.3445,308.27,0.93,0.94,0.220,5600.00,,Confirmed planets
HD 132563 B b,2,1.49,,1544,2.62,0.22,,,,,158.5,,RV,2011,11/07/06,14 58 21.519,+44 02 35.33,96,1.010,,-0.19,5985,,"Confirmed planets, Planets in binary systems, S-type"
WASP-192 b,0,2.30000,1.230,2.87867650,0.040800,0.000000,,,,82.700,1620,,transit,2019,19/10/10,14 54 38.0915,-38 44 40.3449,495.00,1.09,1.32,0.140,5910.00,,Confirmed planets
HAT-P-31 b,0,2.171,1.07,5.005425,0.055,0.245,,,,87.1,1324.7,,transit,2011,13/05/29,18 06 09.0499,+26 25 35.9897,354,1.218,1.36,0.15,6065.0,,Confirmed planets
Kepler-1332 b,0,,0.122,11.874568320,,,,,,,,,transit,2016,16/05/10,19 24 06.8594,+43 54 49.2459,536.855,0.95,0.90,0.00,5581.0,,Confirmed planets
Kepler-626 b,0,,0.204,14.485851990,,,,,,,,,transit,2016,16/05/10,19 14 47.6806,+39 42 29.7664,647.501,1.01,1.05,0.01,5813.0,,Confirmed planets
HD 164595 b,0,0.051,,40.00,0.23,0.088,,,,,,,RV,2015,15/06/29,18 00 38.89431,+29 34 18.9202,28.93,0.99,,-0.04,5790,,Confirmed planets
HD 106906 b,1,12.3,,,,,,,,,1820,,imaging,2013,17/11/30,12 17 53.19228,-55 58 31.8890,92,,,,,,"Confirmed planets, Planets in binary systems, P-type"
WISEA J083011.95+283716.0,0,8.5,,,,,,,,,350.0,,imaging,2020,21/10/19,08 30 11.95,+28 37 16.00,11.1,,,,,,Confirmed planets
WASP-67 b,0,0.42,1.4,4.61442,0.0517,0.0,,,,85.8,940.6,,transit,2011,12/04/24,19 42 58.5217,-19 56 58.5230,225,0.87,0.87,-0.07,5200.0,,Confirmed planets
Kepler-585 b,0,,0.252,2.752359750,,,,,,,,,transit,2016,16/05/10,19 06 06.8366,+43 52 24.2185,595.203,0.96,0.93,0.03,5593.0,,Confirmed planets
HIP 116454 b,0,0.037182,0.230560,9.1205,,0.205,-59.1,,,88.43,690,,transit,2014,14/12/18,23 35 49.2850,+00 26 43.8427,55.2,0.775,0.716,-0.16,5089,,Confirmed planets
Kepler-215 d,0,,0.21780,30.864423,,,,,,,,,transit,2014,14/02/26,19 39 53.6403,+45 12 49.2216,593.87,0.9770,1.027,,5739,,Confirmed planets
Kepler-215 b,0,,0.14763,9.360672,,,,,,,,,transit,2014,14/02/26,19 39 53.6403,+45 12 49.2216,593.87,0.9770,1.027,,5739,,Confirmed planets
Kepler-215 c,0,,0.16130,14.667108,,,,,,,,,transit,2014,14/02/26,19 39 53.6403,+45 12 49.2216,593.87,0.9770,1.027,,5739,,Confirmed planets
Kepler-215 e,0,,0.15948,68.161010,,,,,,,,,transit,2014,14/02/26,19 39 53.6403,+45 12 49.2216,593.87,0.9770,1.027,,5739,,Confirmed planets
Kepler-1437 b,0,,0.122,10.929546100,,,,,,,,,transit,2016,16/05/10,19 27 27.5749,+49 19 33.3210,,0.93,0.90,-0.02,5557.0,,Confirmed planets
K2-36 b,0,0.01227,0.128,1.42261400,0.022300,0.000000,,,,84.450,1224,,transit,2016,19/08/15,11 17 47.7836,+03 51 59.0077,110.09,0.79,0.72,-0.090,4916.00,,Confirmed planets
K2-36 c,0,0.02454,0.285,5.34088800,0.054000,0.000000,,,,86.917,788,,transit,2016,19/08/15,11 17 47.7836,+03 51 59.0077,110.09,0.79,0.72,-0.090,4916.00,,Confirmed planets
Kepler-843 b,0,,0.231,2.053879820,,,,,,,,,transit,2016,16/05/10,19 45 17.2779,+48 58 17.2246,1204.53,1.02,1.03,0.05,5830.0,,Confirmed planets
Kepler-192 b,0,,0.24970,9.926746,,,,,,,,,transit,2014,14/02/26,19 11 40.3000,+45 35 34.4252,683.40,0.9050,1.007,,5479,,Confirmed planets
Kepler-192 c,0,,0.25425,21.223400,,,,,,,,,transit,2014,14/02/26,19 11 40.3000,+45 35 34.4252,683.40,0.9050,1.007,,5479,,Confirmed planets
Kepler-192 d,0,,0.091,6.470275790,,,,,,,,,transit,2016,16/05/10,19 11 40.3000,+45 35 34.4252,683.40,0.9050,1.007,,5479,,Confirmed planets
Kepler-739 b,0,,0.296,12.532484650,,,,,,,,,transit,2016,16/05/10,19 20 16.3135,+46 34 44.9363,1426.53,0.93,0.90,-0.08,5601.0,,Confirmed planets
K2-367 b,0,0.02020,0.215,20.64509900,,,,,,,,,transit,2022,22/03/01,22 31 26,-13 15 52,176.9650000,0.76,0.62,-0.351,4348.00,,Confirmed planets
Kepler-1580 b,0,,0.188,56.644927900,,,,,,,,,transit,2016,16/05/10,19 03 52.4906,+41 21 48.8113,1031.46,1.47,2.15,0.12,6228.0,,Confirmed planets
Kepler-1766 b,0,0.01830,0.203,105.01499940,0.422900,0.000000,,,,88.600,4.06000000000e+02,,transit,2021,22/02/01,19 37 07,+46 40 31,501.2290000,0.92,1.04,-0.220,5868.00,,Confirmed planets
HATS-10 b,0,0.526,0.969,3.3128460,0.04491,,,,,87.79,1407,,transit,2015,15/02/28,19 37 13.6352,-22 12 16.1159,496,1.101,1.105,0.15,5880,3.3,Confirmed planets
K2-243 b,0,,0.194,11.54182000,0.108700,,,,,,1035,,transit,2018,18/07/12,12 04 29.1381,-04 53 57.1714,269.20,1.29,1.39,-0.030,6570.00,,Confirmed planets
K2-243 c,0,,0.179,24.94598000,0.181700,,,,,,801,,transit,2018,18/07/12,12 04 29.1381,-04 53 57.1714,269.20,1.29,1.39,-0.030,6570.00,,Confirmed planets
HD 89839 b,0,5.01000,1.150,3441.00000000,4.761000,0.187000,161.5000,,,49.500,,,RV,2023,23/10/15,10 20 41,-53 39 50,57.3063000,1.21,1.29,0.040,6314.00,,Confirmed planets
Kepler-1491 b,0,,0.135,16.586176200,,,,,,,,,transit,2016,16/05/10,19 34 31.1419,+45 44 26.3089,,1.00,0.99,0.06,5728.0,,Confirmed planets
2M 1252+2735 b,0,6.88,,35.08,,0.0,,,,,,,RV,2021,22/02/08,12 52 51.00,+27 35 13.00,197.2,,,,,,Confirmed planets
OGLE-2019-BLG-1470LAB b,0,2.2,,,3.1,,,,,,,,microlensing,2022,22/04/13,18 07 48.00,-27 02 01.00,6100.0,0.72,,,,,Confirmed planets
HAT-P-49 b,0,1.730,1.413,,0.0438,0,,,,86.2,2131,,transit,2014,14/01/25,20 21 45.9297,+26 41 33.6038,322,1.543,1.833,0.074,6820,2.5,Confirmed planets
WASP-131 b,0,0.27,1.22,5.322023,0.0607,0.0,,,,85.0,,,transit,2016,16/07/11,14 00 46.4447,-30 35 00.8376,250.0,1.06,1.53,0.18,6030.0,4.5,Confirmed planets
OGLE-2018-BLG-1428L b,0,0.77,,,3.3,,,,,,,,microlensing,2021,21/02/24,17 42 12.00,-26 08 16.00,6220.0,0.43,,,,,Confirmed planets
LP 714-47 b,0,0.09691,0.419,4.05203700,0.041700,0.040000,219.0000,,,87.300,700,,transit,2020,20/12/17,04 16 45.6005,-12 05 02.4540,52.70,0.59,0.58,0.410,3950.00,,Confirmed planets
TOI-2338 b,0,5.98000,1.000,22.65398000,0.158000,0.676000,12.6000,,,89.520,7.99000000000e+02,,transit,2023,23/10/15,05 25 23,-34 40 06,313.9960000,0.99,1.05,0.220,5581.00,,Confirmed planets
Kepler-444 b,2,,0.036726,3.6001053,0.04178,0.08,,,,88.0,,,transit,2015,15/07/28,19 19 00.54910,+41 38 04.5682,35.7,0.758,0.752,-0.55,5046,11.23,"Confirmed planets, Planets in binary systems, S-type"
Kepler-444 c,2,,0.045292,4.5458841,0.04881,0.12,,,,88.2,,,transit,2015,15/07/28,19 19 00.54910,+41 38 04.5682,35.7,0.758,0.752,-0.55,5046,11.23,"Confirmed planets, Planets in binary systems, S-type"
Kepler-444 d,2,,0.048299,6.189392,0.0600,0.18,,,,88.16,,,transit,2015,15/07/28,19 19 00.54910,+41 38 04.5682,35.7,0.758,0.752,-0.55,5046,11.23,"Confirmed planets, Planets in binary systems, S-type"
Kepler-444 e,2,,0.049757,7.743493,0.0696,0.02,,,,89.13,,,transit,2015,15/07/28,19 19 00.54910,+41 38 04.5682,35.7,0.758,0.752,-0.55,5046,11.23,"Confirmed planets, Planets in binary systems, S-type"
Kepler-444 f,2,,0.067528,9.740486,0.0811,0.29,,,,87.96,,,transit,2015,15/02/01,19 19 00.54910,+41 38 04.5682,35.7,0.758,0.752,-0.55,5046,11.23,"Confirmed planets, Planets in binary systems, S-type"
K2-247 b,0,,0.189,2.25021000,0.030400,,,,,,979,,transit,2018,18/07/12,12 35 34.4830,-10 04 09.2240,260.20,0.74,0.69,-0.080,4667.00,,Confirmed planets
K2-247 c,0,,0.195,6.49424000,0.061500,,,,,,688,,transit,2018,18/07/12,12 35 34.4830,-10 04 09.2240,260.20,0.74,0.69,-0.080,4667.00,,Confirmed planets
Kepler-1360 b,0,,0.303,40.528641300,,,,,,,,,transit,2016,16/05/10,20 01 22.5793,+45 37 23.5784,1585.04,1.51,1.83,0.06,6778.0,,Confirmed planets
KOI-830 b,0,1.27,1.08,3.52563254,0.0433,,,,,89.36,1070,,transit,2014,14/10/02,19 22 19.6165,+40 34 38.5639,720,0.87,0.80,0.09,5150,5,Confirmed planets
K2-353 b,0,0.08290,0.495,15.46680500,,,,,,,7.35000000000e+02,,transit,2021,21/10/03,13 26 28,-02 16 55,268.5150000,0.87,0.99,-0.210,5698.00,,Confirmed planets
Kepler-686 b,0,,1.084,1.594745460,,,,,,,,,transit,2016,16/05/10,19 00 51.3164,+39 01 38.8120,1557.39,0.94,0.92,-0.07,5649.0,,Confirmed planets
Kepler-1446 b,0,,0.073,0.689967830,,,,,,,,,transit,2016,16/05/10,19 17 41.7499,+46 43 34.1975,152.744,0.81,0.75,0.11,4865.0,,Confirmed planets
K2-341 b,0,0.03270,0.286,36.55255100,,,,,,89.325,5.98000000000e+02,,transit,2018,21/10/03,08 41 59,+19 54 60,421.4080000,0.98,1.16,-0.050,5817.00,,Confirmed planets
Kepler-347 b,0,,0.17953,12.798360,,,,,,,,,transit,2014,14/02/26,19 16 47.9064,+49 18 20.5593,1004.99,,1.005,,6088,,Confirmed planets
Kepler-347 c,0,,0.15948,27.320871,,,,,,,,,transit,2014,14/02/26,19 16 47.9064,+49 18 20.5593,1004.99,,1.005,,6088,,Confirmed planets
WASP-118 b,0,0.514,1.44,4.0460435,0.05453,,,,,88.7,,,transit,2016,16/08/10,01 18 12.1381,+02 42 10.2512,250.0,1.32,1.696,0.16,6410.0,,Confirmed planets
Kepler-513 b,0,,0.196,28.862355840,,,,,,,,,transit,2016,16/05/10,19 00 10.0110,+50 04 31.3432,474.654,1.02,1.06,-0.01,5849.0,,Confirmed planets
OGLE--2018-BLG-0516 b,0,0.0632,,,2.2,,,,,,,,microlensing,2021,21/06/16,17 58 34.00,-31 15 45.00,7000.0,0.47,,,,,Confirmed planets
Kepler-514 b,0,,0.153,5.651796050,,,,,,,,,transit,2016,16/05/10,19 04 59.3242,+50 14 32.6578,461.361,1.28,1.44,0.36,6106.0,,Confirmed planets
HD 9174 b,0,1.11,,1179.0,2.2,0.12,101.0,,,,,,RV,2016,16/04/02,01 30 01.0023,-19 36 16.2070,78.93,1.03,1.67,0.39,5577.0,9.0,Confirmed planets
HD 28254 b,0,1.16,,1116,2.15,0.81,,,,,196.8,,RV,2009,10/09/08,04 24 50.7051,-50 37 19.8834,56.2,1.06,1.48,0.36,5664.0,,Confirmed planets
Kepler-617 b,0,,0.118,1.682696150,,,,,,,,,transit,2016,16/05/10,18 54 57.7739,+47 30 58.6292,174.219,0.51,0.48,-0.07,3712.0,,Confirmed planets
KMT-2021-BLG-0909 b,0,1.26,,,1.75,,,,,,,,microlensing,2022,22/07/18,17 42 29.00,-27 38 21.00,6480.0,0.38,,,,,Confirmed planets
NGTS-12 b,0,0.20800,1.048,7.53280600,0.075700,0.000000,,,,88.900,1257,,transit,2020,20/10/22,11 45 00,-35 38 26,452.00,1.02,1.59,-0.030,5690.00,,Confirmed planets
KELT-10 b,0,0.679,1.399,4.166286,0.05250,0,,,,88.63,1377,,transit,2015,15/09/08,18 58 11.6095,-47 00 11.6643,183,1.112,1.209,0.09,5948,,Confirmed planets
HAT-P-55 b,0,0.582,1.182,,0.04604,,,,,87.70,1313,,transit,2015,15/06/11,17 37 05.6338,+25 43 52.2543,480,1.013,1.011,-0.030,5808,4.2,Confirmed planets
WASP-23 b,0,0.884,0.962,2.9444256,0.0376,0.062,,,,88.39,1024.0,,transit,2010,11/03/24,06 44 30.6134,-42 45 42.6660,208.7378,0.78,0.765,,5150.0,,Confirmed planets
HD 30177 b,0,8.62200,,2527.83000000,3.704000,0.162000,32.4220,,,,,,RV,2002,19/06/27,04 41 54.3739,-58 01 14.7246,55.68,1.05,1.02,0.390,5607.00,,Confirmed planets
HD 30177 c,0,7.60000,,11613.00000000,9.890000,0.220000,19.0000,,,,,,RV,2016,16/12/21,04 41 54.3739,-58 01 14.7246,55.68,1.05,1.02,0.390,5607.00,,Confirmed planets
HIP 114933 b,0,1.94,,1481.6,2.84,0.21,134.2,,,,,,RV,2020,21/03/30,23 16 49.7048,-21 12 11.1399,102.06,1.39,5.27,0.06,4824.0,,Confirmed planets
MOA-2013-BLG-220L b,0,0.80,,,,,,,,,,,microlensing,2014,18/09/19,18 03 56.470,-29 32 40.78,4500,0.25,,,,,Confirmed planets
Kepler-742 b,0,,0.289,8.360868240,,,,,,,,,transit,2016,16/05/10,18 55 27.8389,+46 47 22.5659,496.179,0.76,0.71,0.07,4642.0,,Confirmed planets
WASP-80 b,0,0.554,0.952,3.0678504,0.0346,,,,,89.92,600,,transit,2013,15/04/23,20 12 40.1691,-02 08 39.1911,60,0.57,0.571,-0.14,4145,,Confirmed planets
Kepler-877 b,0,,0.189,18.458470970,,,,,,,,,transit,2016,16/05/10,19 19 26.1830,+46 31 21.6710,,0.85,0.81,-0.06,5261.0,,Confirmed planets
K2-166 c,0,,0.109,3.80464000,,,,,,,,,transit,2019,19/06/13,12 20 45,+02 16 57,481.00,1.07,,,,,Confirmed planets
K2-166 b,0,,0.195,8.52695000,0.085800,,,,,,1140,,transit,2018,18/07/12,12 20 45,+02 16 57,481.00,1.07,,,,,Confirmed planets
Kepler-1634 b,0,,0.285,374.876239000,,,,,,,,,transit,2016,16/05/10,19 36 10.4160,+45 08 23.2005,628.417,0.92,0.89,0.02,5474.0,,Confirmed planets
Kepler-904 b,0,,0.158,3.021668630,,,,,,,,,transit,2016,16/05/10,19 15 17.5001,+40 23 20.5700,1006.34,1.16,1.25,0.05,6160.0,,Confirmed planets
TOI-178 b,0,0.00472,0.10278,1.914558,0.02607,,,,,88.8,1040.0,,transit,2020,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
TOI-178 c,0,0.01501,0.1489,3.23845,0.037,,,,,88.4,873.0,,transit,2018,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
TOI-178 d,0,0.00947,0.22946,6.5577,0.0592,,,,,88.58,690.0,,transit,2018,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
TOI-178 e,0,0.01214,0.1969,9.961881,0.0783,,,,,88.71,600.0,,transit,2020,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
TOI-178 f,0,0.02429,0.20403,15.231915,0.1039,,,,,88.723,521.0,,transit,2019,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
TOI-178 g,0,0.0124,0.256,20.7095,0.1275,,,,,88.823,470.0,,transit,2020,21/01/31,00 29 12.3030,-30 27 13.4649,63.0,,0.7,,4111.0,,Confirmed planets
alf Tau b,2,6.47,,628.96,1.46,0.10,287,,,,,,RV,2015,15/11/17,04 35 55.20,+16 30 35.1,20.43,1.13,45.1,-0.27,4055,6.6,"Controversial, Planets in binary systems, S-type"
WASP-150 b,0,8.46000,1.070,5.64420700,0.069400,0.377500,,,,84.010,1460,,transit,2020,20/05/21,17 37 03.1320,+53 01 16.4818,536.14,1.39,1.65,0.156,6218.00,,Confirmed planets
HAT-P-57 b,2,,1.413,2.4652950,0.0406,0,,,,88.26,,,transit,2015,15/11/01,18 18 58.32,+10 35 50.3,303,1.47,1.500,-0.25,7500,1.00,"Confirmed planets, Planets in binary systems, S-type"
Kepler-523 b,0,,0.175,5.835983110,,,,,,,,,transit,2016,16/05/10,18 56 14.6705,+45 30 24.6476,255.154,0.93,0.86,-0.03,5515.0,,Confirmed planets
HD 141937 b,0,9.7,,653.22,1.52,0.41,,,,,215.8,,RV,2002,10/12/29,15 52 17.5481,-18 26 09.7938,33.46,1.1,1.06,0.11,5925.0,,Confirmed planets
Kepler-275 c,0,,0.30802,16.088134,,,,,,,,,transit,2014,14/02/26,19 29 55.1289,+38 30 53.6696,2055.57,1.1980,1.383,,6165,,Confirmed planets
Kepler-275 b,0,,0.21324,10.300682,,,,,,,,,transit,2014,14/02/26,19 29 55.1289,+38 30 53.6696,2055.57,1.1980,1.383,,6165,,Confirmed planets
Kepler-275 d,0,,0.30346,35.676062,,,,,,,,,transit,2014,14/02/26,19 29 55.1289,+38 30 53.6696,2055.57,1.1980,1.383,,6165,,Confirmed planets
Kepler-557 b,0,,0.238,3.705989550,,,,,,,,,transit,2016,16/05/10,19 34 50.0233,+41 36 54.5342,,1.11,1.16,0.02,6068.0,,Confirmed planets
HD 220197 b,0,0.20000,,1728.00000000,2.729000,0.187000,159.0110,,,,,,RV,2018,19/11/21,23 21 58.2870,+16 37 57.1380,64.53,0.91,0.98,-0.550,5683.00,,Confirmed planets
Kepler-356 c,0,,0.16495,13.121632,,,,,,,,,transit,2014,14/02/26,19 29 41.0583,+37 40 58.1088,672.47,1.1300,1.335,,6133,,Confirmed planets
Kepler-356 b,0,,0.14307,4.612696,,,,,,,,,transit,2014,14/02/26,19 29 41.0583,+37 40 58.1088,672.47,1.1300,1.335,,6133,,Confirmed planets
Kepler-342 b,0,,0.20504,15.170318,,,,,,,,,transit,2014,14/02/26,19 30 42.7396,+46 43 36.1591,807.28,,1.472,,6175,,Confirmed planets
Kepler-342 d,0,,0.22691,39.459357,,,,,,,,,transit,2014,14/02/26,19 30 42.7396,+46 43 36.1591,807.28,,1.472,,6175,,Confirmed planets
Kepler-342 c,0,,0.17862,26.234138,,,,,,,,,transit,2014,14/02/26,19 30 42.7396,+46 43 36.1591,807.28,,1.472,,6175,,Confirmed planets
Kepler-342 e,0,,0.079,1.644224610,,,,,,,,,transit,2016,16/05/10,19 30 42.7396,+46 43 36.1591,807.28,,1.472,,6175,,Confirmed planets
WASP-163 b,0,1.87000,1.202,1.60968840,0.026600,,,,,85.420,1638,,transit,2018,18/12/13,17 06 09.0131,-10 24 46.7426,263.29,0.97,1.01,-0.340,5500.00,,Confirmed planets
Kepler-1953 b,0,0.00692,0.115,6.24565983,0.060700,0.000000,,,,87.870,7.31000000000e+02,,transit,2021,22/02/01,19 11 52,+46 28 14,605.6310000,0.79,0.71,-0.020,4858.00,,Confirmed planets
HIP 65407 b,0,0.428,,28.125,0.177,0.14,50,,,,,,RV,2016,17/12/09,13 24 21.0389,+48 53 06.3624,62.07,0.93,,0.25,5460,,Confirmed planets
HIP 65407 c,0,0.784,,67.30,0.316,0.12,-19,,,,,,RV,2016,17/12/09,13 24 21.0389,+48 53 06.3624,62.07,0.93,,0.25,5460,,Confirmed planets
Kepler-1571 b,0,,0.136,3.385554880,,,,,,,,,transit,2016,16/05/10,20 03 44.5023,+45 35 47.5323,688.658,1.23,1.39,0.04,6297.0,,Confirmed planets
Kepler-131 b,0,0.050740,0.219624,16.0920,,,,,,,,,transit,2014,14/02/24,19 14 07.4054,+40 56 32.3258,226.3,1.02,1.03,0.12,5685,3.66,Confirmed planets
Kepler-131 c,0,0.025952,0.076549,25.5169,,,,,,,,,transit,2014,14/02/24,19 14 07.4054,+40 56 32.3258,226.3,1.02,1.03,0.12,5685,3.66,Confirmed planets
Kepler-1649 c,0,,0.095,19.53527000,,,,,,89.339,234,,transit,2020,20/04/23,19 30 00.9006,+41 49 49.5138,92.43,0.20,0.23,-0.150,3240.00,,Confirmed planets
Kepler-1649 b,0,,0.091,8.68909900,,,,,,89.150,307,,transit,2017,20/04/23,19 30 00.9006,+41 49 49.5138,92.43,0.20,0.23,-0.150,3240.00,,Confirmed planets
Kepler-1247 b,0,,0.208,13.712202130,,,,,,,,,transit,2016,16/05/10,19 38 08.0540,+46 37 05.7884,1076.89,0.86,0.82,-0.05,5303.0,,Confirmed planets
Kepler-1158 b,0,,0.209,13.539629300,,,,,,,,,transit,2016,16/05/10,19 28 56.1390,+41 34 30.7182,1550.15,1.41,1.95,0.18,6203.0,,Confirmed planets
Qatar-7 b,0,1.88000,1.700,2.03204600,0.035200,0.000000,,,,89.000,2053,,transit,2019,20/05/07,23 54 04,+37 01 19,725.00,1.41,1.56,0.276,6387.00,,Confirmed planets
Kepler-1019 b,0,,0.130,1.411229850,,,,,,,,,transit,2016,16/05/10,18 54 52.2159,+47 12 16.0590,195.278,0.70,0.67,0.01,4433.0,,Confirmed planets
HD 86264 b,0,7,,1475,2.86,0.7,,,,,214.2,,RV,2009,09/08/13,09 56 57.8386,-15 53 42.4229,72.6,1.42,1.88,0.202,6210.0,,Confirmed planets
Kepler-1868 b,0,0.03170,0.281,211.03399660,0.626600,0.000000,,,,89.690,2.15000000000e+02,,transit,2021,22/02/01,19 33 12,+43 33 21,274.1800000,0.74,0.69,0.000,4658.00,,Confirmed planets
K2-261 b,0,0.22300,0.850,11.63344000,0.102000,0.390000,143.0000,,,88.400,1080,,transit,2018,18/08/16,10 52 07.7793,+00 29 36.0856,214.58,1.10,1.65,0.360,5537.00,,Confirmed planets
Kepler-1439 b,0,,0.130,8.073928490,,,,,,,,,transit,2016,16/05/10,19 02 57.5536,+40 58 48.1124,226.829,0.46,0.43,-0.03,3578.0,,Confirmed planets
HATS-65 b,0,0.821,1.501,3.1051610,0.04497,0,,,,84.82,1634,,transit,2018,18/12/13,19 31 45.5518,-26 44 24.7249,500,1.257,1.310,0.199,6277,,Confirmed planets
KMT-2021-BLG-1554L b,0,0.12000,0.616,,0.720000,,,,,,,,microlensing,2022,23/01/12,17 51 13,-31 51 52,7680.0000000,0.08,,,,,Confirmed planets
HR 8799 b,0,5,0.7,166510,67.96,0,,,60.89,30.27,1100,,imaging,2008,15/11/26,23 07 28.71507,+21 08 03.3053,39.40,1.516,1.44,-0.47,7193,0.033,Confirmed planets
HR 8799 c,0,7,1.0,83255,42.81,0,,,65.68,29.43,1200,,imaging,2008,15/11/26,23 07 28.71507,+21 08 03.3053,39.40,1.516,1.44,-0.47,7193,0.033,Confirmed planets
